Ticker,Fiscal_Year,XCalendar_Future_DateX,Future_Calendar_Quarters,Linear_Chart_Duration_Years,Linear_Price_Scale_Low,Linear_Price_Scale_High,Linear_Earnings_Scale_Low,Linear_Earnings_Scale_High,Linear_Upper_Price_Channel,Linear_Lower_Price_Channel,Use_Diluted_or_Adjusted_EPS,Chart_Type,Use_AAII_Projections,Log_Chart_Duration_Years,Log_Price_Scale_Low,Log_Price_Scale_High,Log_Earnings_Scale_Low,Log_Earnings_Scale_High,Log_Upper_Price_Channel,Log_Lower_Price_Channel,Dividend_Multiplier_Factor,Candle_Chart_Duration_Days
CPAY,,1/2/2024,8,10,0,400,0,4,0.18,0.18,,,,,0,400,0,4,0.18,0.18,,
CPNG,,1/2/2024,8,10,-7.5,75,-0.025,0.25,0.02,0.02,,,,,0,60,0,1,0.1,0.1,,
CRL,,1/2/2024,8,10,0,450,0,6,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
CROX,,1/2/2024,8,10,-40,320,-0.5,4,0.1,0.1,,,,,0,60,0,1,0.1,0.1,,
CSGP,,1/2/2024,8,10,0,140,0,0.7,0.02,0.02,,,,,5,70,-1,4,0.3,0.3,,
CSGS,,1/2/2024,8,10,0,70,0,1.4,0.05,0.07,,,,,5,70,-1,4,0.3,0.3,,
CSL,,1/2/2024,8,10,0,600,0,9,0.15,0.15,,,,,5,70,-1,4,0.3,0.3,,
CWAN,,1/2/2024,8,10,0,70,0,0.32,0.012,0.012,Adjusted,,,,0,60,0,1,0.1,0.1,,
DAR,,1/2/2024,8,10,0,90,0,1.8,0.04,0.04,,,,,5,70,-1,4,0.3,0.3,,
DASH,,1/2/2024,8,10,-375,375,-0.75,0.75,0.06,0.06,,,,,0,60,0,1,0.1,0.1,,
DDOG,,1/2/2024,8,10,-100,300,-0.25,0.75,0.03,0.03,Adjusted,,,,0,60,0,1,0.1,0.1,,
DHR,,1/2/2024,8,10,0,400,0,5.6,0.2,0.2,,,,,0,60,0,1,0.1,0.1,,
DIOD,,1/2/2024,8,10,0,200,0,2,0.1,0.1,,,,,0,60,0,1,0.1,0.1,,
DKL,,1/2/2024,8,10,0,90,0,1.8,0.07,0.07,,,,,5,70,-1,4,0.3,0.3,,
DKNG,,1/2/2024,8,10,-120,180,-1,1.5,0.1,0.1,,,,,0,60,0,1,0.1,0.1,,
DLO,,1/2/2024,8,10,0,100,0,0.65,0.035,0.035,,,,,0,60,0,1,0.1,0.1,,
DOV,,1/2/2024,8,10,0,300,0,6,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
DPZ,,1/2/2024,8,10,0,600,0,6,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
DUOL,,1/2/2024,8,10,-240,600,-0.6,1.5,0.1,0.1,,,,,0,60,0,1,0.1,0.1,,
DV,,1/2/2024,8,10,-20,80,-0.08,0.32,0.02,0.02,,,,,0,60,0,1,0.1,0.1,,
DXCM,,1/2/2024,8,10,-30,175,-0.15,0.875,0.02,0.02,,,,,5,70,-1,4,0.3,0.3,,
EBAY,,1/2/2024,8,10,-20,100,-0.4,2,0.08,0.08,,,,,-20,150,-0.3,0.5,0.1,0.1,,
ELV,,1/2/2024,8,10,0,600,0,10,0.4,0.4,,,,,0,420,0,7,0.4,0.4,,
EME,,1/2/2024,8,10,10,400,0,8,0.15,0.15,,,,,10,130,0.15,1.75,0.1,0.1,,
EMN,,1/2/2024,8,10,0,160,0,4,0.2,0.2,,,,,0,60,0,1,0.1,0.1,,
ENPH,,1/2/2024,8,10,-30,360,-0.5,6,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
ENSG,,1/2/2024,8,10,0,150,0,2,0.05,0.05,,,,,5,70,-1,4,0.3,0.3,,
ENTG,,1/2/2024,8,10,0,150,0,1.8,0.05,0.05,,,,,-20,150,-0.3,0.5,0.1,0.1,,
EPAM,,1/2/2024,8,10,0,800,0,6,0.08,0.08,,,,,0,250,0,2,0.08,0.08,,
EQIX,,1/2/2024,8,10,0,1000,0,5,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
ESNT,,1/2/2024,8,10,5,135,0,2.7,0.1,0.1,,,,,5,90,0,1.8,0.1,0.1,,
ET,,1/2/2024,8,10,0,100,0,1,0.04,0.04,,,,,0,55,-0.5,1.5,0.1,0.1,,
ETSY,,1/2/2024,8,10,-50,350,-0.5,3.5,0.1,0.1,,,,,0,60,0,1,0.1,0.1,,
EVTC,,1/2/2024,8,10,0,80,0,1.2,0.05,0.05,,,,,0,60,0,1,0.1,0.1,,
EW,,1/2/2024,8,10,0,150,0,1.5,0.12,0.12,,,,,0,50,0,1,0.05,0.05,,
EXLS,,1/2/2021,8,10,0,50,0,0.5,0.02,0.02,,,,,5,70,-1,4,0.3,0.3,,
EXPD,,1/2/2024,8,10,0,200,0,2,0.06,0.06,,,,,0,60,0,1,0.1,0.1,,
F,,1/2/2024,8,10,-5,25,-0.2,1,0.1,0.1,,,,,5,70,-1,4,0.3,0.3,,
FAF,,1/2/2024,8,10,0,150,0,3,0.08,0.08,,,,,5,70,-1,4,0.3,0.3,,
FAST,,1/2/2024,8,10,0,135,0,1.5,0.025,0.025,,,,,-20,150,-0.3,0.5,0.1,0.1,,
FBIN,,1/2/2024,8,10,0,150,0,1.5,0.08,0.08,,,,,0,55,-0.5,1.5,0.1,0.1,,
FHI,,1/2/2024,8,10,0,60,0,1.5,0.1,0.1,,,,,5,70,-1,4,0.3,0.3,,
FIS,,1/2/2024,8,10,0,180,0,1.8,0.1,0.1,,,,,-20,150,-0.3,0.5,0.1,0.1,,
FIX,,1/2/2024,8,10,0,400,0,6,0.08,0.08,,,,,0,72,0,1,0.08,0.08,,
FMC,,1/2/2024,8,10,-25,150,-1,6,0.3,0.3,,,,,5,70,-1,4,0.3,0.3,,
FND,,1/2/2024,8,10,0,180,0,1.5,0.05,0.05,,,,,0,60,0,1,0.1,0.1,,
FORM,,1/2/2024,8,10,-60,90,-0.5,0.75,0.06,0.06,,,,,0,55,-0.5,1.5,0.1,0.1,,
FOUR,,1/2/2024,8,10,-50,150,-0.4,1.2,0.05,0.05,,,,,0,60,0,1,0.1,0.1,,
FOXF,,1/2/2024,8,10,0,250,0,2.5,0.05,0.05,,,,,5,70,-1,4,0.3,0.3,,
FROG,,1/2/2024,8,10,-15,100,-0.075,0.5,0.03,0.03,Adjusted,,,,0,60,0,1,0.1,0.1,,
FRSH,,1/2/2024,8,10,0,80,0,0.5,0.02,0.02,Adjusted,,,,0,60,0,1,0.1,0.1,,
FSLR,,1/2/2024,8,10,-100,400,-1.5,6,0.4,0.4,,,,,5,70,-1,4,0.3,0.3,,
FTNT,,1/2/2024,8,10,-4,200,-0.02,0.8,0.01,0.01,,,,,5,70,-1,4,0.3,0.3,,
G,,1/2/2024,8,10,0,80,0,1,0.04,0.04,,,,,5,70,-1,4,0.3,0.3,,
GD,,1/2/2024,8,10,0,350,0,7,0.3,0.3,,,,,5,70,-1,4,0.3,0.3,,
GDOT,,1/2/2024,8,10,0,120,0,1.2,0.08,0.08,,,,,5,70,-1,4,0.3,0.3,,
GE,,1/2/2024,8,10,-400,320,-8,6.4,0.4,0.4,,,,,-20,150,-0.3,0.5,0.1,0.1,,
GLDD,,1/2/2024,8,10,-9,21,-0.15,0.35,0.02,0.02,,,,,5,70,-1,4,0.3,0.3,,
GLW,,1/2/2021,8,10,-20,100,-0.3,1.5,0.1,0.1,,,,,-20,150,-0.3,0.5,0.1,0.1,,
GM,,1/2/2024,8,10,-25,75,-1,3,0.1,0.1,,,,,-10,50,-1.5,4,0.3,0.3,,
GNRC,,1/2/2024,8,10,0,540,0,7.2,0.2,0.2,,,,,-20,150,-0.3,0.5,0.1,0.1,,
GNTX,,1/2/2024,8,10,0,50,0,0.75,0.03,0.03,,,,,5,70,-1,4,0.3,0.3,,
GO,,1/2/2024,8,10,-40,80,-0.2,0.4,0.04,0.04,,,,,0,60,0,1,0.1,0.1,,
GOOG,,1/2/2024,8,10,0,250,0,2.5,0.05,0.05,,,,,5,70,-1,4,0.3,0.3,,
GPI,,1/2/2024,8,10,0,600,0,12,0.2,0.2,,,,,-20,150,-0.3,0.5,0.1,0.1,,
GRMN,,1/2/2024,8,10,0,200,0,5,0.15,0.15,,,,,5,70,-1,4,0.3,0.3,,
GWW,,1/2/2024,8,10,0,1200,0,18,0.4,0.4,,,,,-20,150,-0.3,0.5,0.1,0.1,,
HALO,,1/2/2024,8,10,-50,150,-0.4,1.2,0.06,0.06,,,,,0,60,0,1,0.1,0.1,,
HCSG,,1/2/2024,8,10,0,75,0,0.5,0.02,0.02,,,,,5,70,-1,4,0.3,0.3,,
HII,,1/2/2024,8,10,0,400,0,6,0.4,0.4,,,,,0,55,-0.5,1.5,0.1,0.1,,
HIMS,,1/2/2024,8,10,-60,80,-0.15,0.2,0.02,0.02,,,,,0,60,0,1,0.1,0.1,,
HONE,,1/2/2024,8,10,0,45,0,1,0.05,0.05,,,,,0,60,0,1,0.1,0.1,,
HOOD,,1/2/2024,8,10,-50,100,-0.4,0.8,0.05,0.05,,,,,0,60,0,1,0.1,0.1,,
HSIC,,1/2/2024,8,10,-10,150,0,1.5,0.1,0.1,,,,,5,70,-1,4,0.3,0.3,,
HTH,,1/2/2024,8,10,-5,90,-0.1,1.8,0.05,0.05,,,,,5,70,-1,4,0.3,0.3,,
HUBS,,1/2/2024,8,10,-350,1050,-1,3,0.1,0.1,Adjusted,,,,0,60,0,1,0.1,0.1,,
HUM,,1/2/2024,8,10,0,600,0,7.5,0,0.7,,,,,-20,150,-0.3,0.5,0.1,0.1,,
HUN,,1/2/2024,8,10,-12,60,-0.3,1.5,0.1,0.1,,,,,5,70,-1,4,0.3,0.3,,
IBM,,1/2/2024,8,10,0,280,0,7,0,0.9,,,,,0,60,0,1,0.1,0.1,,
FLYW,,1/2/2024,8,10,-100,100,-0.3,0.3,0.02,0.02,,,,,0,60,0,1,0.1,0.1,,
VMEO,,1/2/2024,8,10,-20,65,-0.4,1.25,0.05,0.05,,,,,0,60,0,1,0.1,0.1,,
IBP,,1/2/2024,8,10,0,300,0,3,0.05,0.05,,,,,0,60,0,1,0.1,0.1,,
ICE,,1/2/2024,8,10,0,150,0,2,0.1,0.1,,,,,5,70,-1,4,0.3,0.3,,
ICHR,,1/2/2024,8,10,0,80,0,1.6,0.1,0.1,,,,,5,70,-1,4,0.3,0.3,,
ICLR,,1/2/2024,8,10,0,600,0,9,0.15,0.15,,,,,5,70,-1,4,0.3,0.3,,
IDCC,,1/2/2024,8,10,-20,120,-0.5,2.5,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
IDXX,,1/2/2024,8,10,0,800,0,8,0.12,0.12,,,,,5,70,-1,4,0.3,0.3,,
IEX,,1/2/2024,8,10,0,280,0,4.2,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
IIPR,,1/2/2024,8,10,-100,500,-0.5,2.5,0.08,0.08,,,,,-100,200,-0.5,1,0.08,0.08,,
ILMN,,1/2/2024,8,10,0,750,0,3.75,0.15,0.15,,,,,0,55,-0.5,1.5,0.1,0.1,,
IMXI,,1/2/2024,8,10,0,40,0,0.8,0.03,0.03,,,,,0,60,0,1,0.1,0.1,,
INMD,,1/2/2024,8,10,0,150,0,2,0.04,0.04,,,,,0,60,0,1,0.1,0.1,,
INTC,,1/2/2024,8,10,0,80,0,1.6,0.08,0.08,,,,,-20,150,-0.3,0.5,0.1,0.1,,
IOSP,,1/2/2024,8,10,0,200,0,5,0.15,0.15,,,,,5,70,-1,4,0.3,0.3,,
IQV,,1/2/2024,8,10,0,400,0,4,0.15,0.15,,,,,5,70,-1,4,0.3,0.3,,
ISRG,,1/2/2024,8,10,0,500,0,4,0.12,0.12,,,,,-20,150,-0.3,0.5,0.1,0.1,,
IT,,1/2/2024,8,10,0,420,0,3.5,0.08,0.08,,,,,5,70,-1,4,0.3,0.3,,
JBT,,1/2/2024,8,10,0,210,0,4.2,0.15,0.15,,,,,5,70,-1,4,0.3,0.3,,
JOBY,,1/2/2024,8,10,-50,50,-2,2,0.04,0.04,,,,,0,60,0,1,0.1,0.1,,
JPM,,1/2/2024,8,10,0,240,0,6,0.15,0.15,,,,,5,70,-1,4,0.3,0.3,,
KAI,,1/2/2024,8,10,0,450,0,6,0.1,0.1,,,,,0,55,-0.5,1.5,0.1,0.1,,
KDP,,1/2/2024,8,10,0,60,0,0.5,0.03,0.03,,,,,0,60,0,1,0.1,0.1,,
KEX,,1/2/2024,8,10,-75,150,-1,2,0.1,0.1,,,,,5,70,-1,4,0.3,0.3,,
KMB,,1/2/2024,8,10,0,200,0,4,0.2,0.2,,,,,0,60,0,1,0.1,0.1,,
KO,,1/2/2024,8,10,0,90,0,1.2,0.06,0.06,,,,,-10,50,-1.5,4,0.3,0.3,,
KVYO,,1/2/2024,8,10,0,100,0,0.4,0.02,0.02,Adjusted,,,,0,60,0,1,0.1,0.1,,
LAD,,1/2/2024,8,10,0,450,0,12,0.25,0.25,,,,,5,70,-1,4,0.3,0.3,,
LDOS,,1/2/2024,8,10,0,225,0,3.6,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
LEA,,1/2/2021,8,10,0,240,0,6,0.04,0.4,,,,,5,70,-1,4,0.3,0.3,,
LFUS,,1/2/2024,8,10,0,350,0,3.5,0.2,0.2,,,,,-20,150,-0.3,0.5,0.1,0.1,,
LGIH,,1/2/2024,8,10,0,200,0,4.8,0.2,0.2,,,,,-20,150,-0.3,0.5,0.1,0.1,,
LH,,1/2/2024,8,10,0,280,0,3.5,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
LKQ,,1/2/2024,8,10,-5,150,0,1.8,0.04,0.04,,,,,5,70,-1,4,0.3,0.3,,
LMT,,1/2/2024,8,10,0,500,0,10,0.4,0.4,,,,,-20,150,-0.3,0.5,0.1,0.1,,
LOPE,,1/2/2024,8,10,0,210,0,3.15,0.1,0.1,,,,,-20,150,-0.3,0.5,0.1,0.1,,
LPLA,,1/2/2024,8,10,0,500,0,8,0.1,0.1,,,,,5,70,-1,4,0.3,0.3,,
LSCC,,1/2/2024,8,10,-10,100,-0.2,2,0.03,0.03,,,,,5,70,-1,4,0.3,0.3,,
LSTR,,1/2/2024,8,10,0,300,0,4,0.15,0.15,,,,,5,70,-1,4,0.3,0.3,,
LUV,,1/2/2024,8,10,0,90,0,1.5,0.1,0.1,,,,,5,70,-1,4,0.3,0.3,,
MA,,1/2/2024,8,9,0,700,0,7,0.12,0.12,,,,,5,70,-1,4,0.3,0.3,,
MAS,,1/2/2024,8,10,-20,100,-0.5,2.5,0.1,0.1,,,,,-20,150,-0.3,0.5,0.1,0.1,,
MASI,,1/2/2024,8,10,0,350,0,3.5,0.09,0.09,,,,,5,70,-1,4,0.3,0.3,,
MCO,,1/2/2024,8,10,0,450,0,6,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
MED,,1/2/2024,8,10,0,375,0,5,0.2,0.2,,,,,0,300,0,4,0.2,0.2,,65
MEDP,,1/2/2024,8,10,0,350,0,4.2,0.06,0.06,,,,,0,90,0,0.9,0.06,0.06,,
MELI,,1/2/2024,8,10,-500,2500,-3,15,0.3,0.3,,,,,5,70,-1,4,0.3,0.3,,
META,,1/2/2024,8,10,0,1000,0,10,0.15,0.15,,,,,-20,150,-0.3,0.5,0.1,0.1,,
MGA,,1/2/2024,8,10,-20,140,-0.5,3.5,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
MGRC,,1/2/2024,8,10,0,125,0,2.25,0.06,0.06,,,,,0,60,0,1,0.1,0.1,,
MIDD,,1/2/2024,8,10,0,300,0,3,0,0.2,,,,,5,70,-1,4,0.3,0.3,,
MKSI,,1/2/2024,8,10,-25,250,-0.5,5,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
MKTX,,1/2/2024,8,10,0,800,0,8,0.2,0.2,,,,,-10,50,-1.5,4,0.3,0.3,,
MLM,,1/2/2024,8,10,0,500,0,10,0.4,0.4,,,,,-20,150,-0.3,0.5,0.1,0.1,,
MMC,,1/2/2024,8,10,0,240,0,4,0.1,0.1,,,,,-20,150,-0.3,0.5,0.1,0.1,,
MMM,,1/2/2021,8,10,-30,210,-0.5,3.5,0.2,0.2,,,,,0,60,0,1,0.1,0.1,,
MNST,,1/2/2024,8,10,0,150,0,1.25,0.03,0.03,,,,,0,90,0,0.75,0.03,0.03,,
MOMO,,1/2/2024,8,10,0,60,0,6,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
MPWR,,1/2/2024,8,10,0,800,0,4,0.08,0.08,,,,,0,90,0,0.75,0.03,0.03,,
MRK,,1/2/2024,8,10,0,200,0,4,0.15,0.15,,,,,0,50,0,1,0.05,0.05,,
MRTN,,1/2/2021,8,10,0,30,0,0.6,0.03,0.03,,,,,5,70,-1,4,0.3,0.3,,
MSCI,,1/2/2024,8,10,0,800,0,8,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
MSEX,,1/2/2024,8,10,0,120,0,1.8,0.06,0.06,,,,,0,60,0,1,0.1,0.1,,
MSI,,1/2/2024,8,10,-25,450,-0.5,9,0.15,0.15,,,,,0,60,0,1,0.1,0.1,,
MTX,,1/2/2024,8,10,0,180,0,2.4,0.12,0.12,,,,,5,70,-1,4,0.3,0.3,,
MYRG,,1/2/2024,8,10,0,225,0,3,0.08,0.08,,,,,5,70,-1,4,0.3,0.3,,
NCLH,,1/2/2024,8,10,-100,100,-1.5,1.5,0.1,0.1,,,,,0,100,0,1.5,0.1,0.1,,
NDAQ,,1/2/2024,8,10,-2,120,0,1.6,0.03,0.03,,,,,5,70,-1,4,0.3,0.3,,
NEE,,1/2/2024,8,10,0,100,0,2.5,0.1,0.1,,,,,-20,150,-0.3,0.5,0.1,0.1,,
NFLX,,1/2/2024,8,10,0,2000,0,5,0.1,0.1,,,,,-20,150,-0.3,0.5,0.1,0.1,,
NMIH,,1/2/2024,8,10,-25,75,-0.5,1.5,0.1,0.1,,,,,-25,50,-0.5,1,0.1,0.1,,
NSIT,,1/2/2024,8,10,0,200,0,4,0.05,0.05,,,,,0,60,0,1,0.1,0.1,,
NSP,,1/2/2024,8,10,0,200,0,2,0.08,0.08,,,,,5,70,-1,4,0.3,0.3,,
NU,,1/2/2024,8,10,-11,33,-0.1,0.3,0.015,0.015,Adjusted,,,,0,60,0,1,0.1,0.1,,
NVR,,1/2/2024,8,10,0,12000,0,300,5,5,,,,,5,70,-1,4,0.3,0.3,,
NVT,,1/2/2024,8,10,0,84,0,1.2,0.05,0.05,,,,,0,60,0,1,0.1,0.1,,
NXST,,1/2/2024,8,10,0,300,0,15,0.1,0.1,,,,,0,60,0,1,0.1,0.1,,
ODFL,,1/2/2024,8,10,0,250,0,3.75,0.14,0.14,,,,,5,70,-1,4,0.3,0.3,,
OEC,,1/2/2024,8,10,0,50,0,0.85,0.04,0.04,,,,,0,105,0,1.4,0.08,0.08,,
OLED,,1/2/2024,8,10,-40,360,-0.2,1.8,0.08,0.08,,,,,-20,150,-0.3,0.5,0.1,0.1,,
OMCL,,1/2/2024,8,10,0,240,0,1.8,0.04,0.04,,,,,5,70,-1,4,0.3,0.3,,
OMF,,1/2/2024,8,10,-40,120,-1,3,0.1,0.1,,,,,0,60,0,1,0.1,0.1,,
ON,,1/2/2024,8,10,0,170,0,3,0.08,0.08,,,,,5,70,-1,4,0.3,0.3,,
ONON,,1/2/2024,8,10,-16.5,100,-0.05,0.3,0.02,0.02,,,,,0,60,0,1,0.1,0.1,,
ORLY,,1/2/2024,8,10,0,1500,0,20,0.4,0.4,,,,,5,70,-1,4,0.3,0.3,,
PAGS,,1/2/2024,8,10,0,90,0,2.7,0.1,0.1,Adjusted,,,,0,60,0,1,0.1,0.1,,
PAY,,1/2/2024,8,10,-10,100,-0.05,0.5,0.025,0.025,Adjusted,,,,0,60,0,1,0.1,0.1,,
PAYC,,1/2/2024,8,10,0,700,0,3.5,0.06,0.06,,,,,5,70,-1,4,0.3,0.3,,
PAYO,,1/2/2024,8,10,-20,20,-0.4,0.4,0.04,0.04,,,,,0,60,0,1,0.1,0.1,,
PCAR,,1/2/2024,8,10,0,200,0,4,0.15,0.15,,,,,-20,150,-0.3,0.5,0.1,0.1,,
PERI,,1/2/2021,8,10,-30,50,-0.6,1,0.05,0.06,,,,,5,70,-1,4,0.3,0.3,,
PFE,,1/2/2024,8,10,0,60,0,1.2,0.06,0.06,,,,,5,70,-1,4,0.3,0.3,,
PFSI,,1/2/2024,8,10,0,160,0,4.8,0.07,0.07,,,,,5,70,-1,4,0.3,0.3,,
PGR,,1/2/2024,8,10,0,280,0,7,0.1,0.1,,,,,0,120,0,3,0.1,0.1,,
PHM,,1/2/2024,8,10,0,150,0,6,0.1,0.1,,,,,0,60,0,1,0.1,0.1,,
PII,,1/2/2024,8,10,-5,175,0,3.5,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
PIPR,,1/2/2024,8,10,0,400,0,10,0.25,0.25,Adjusted,,,,0,60,0,1,0.1,0.1,,
PLNT,,1/2/2024,8,10,0,120,0,0.9,0.03,0.03,,,,,5,70,-1,4,0.3,0.3,,
PLTR,,1/2/2024,8,10,-100,100,-0.5,0.5,0.01,0.01,,,,,0,60,0,1,0.1,0.1,,
PNTG,,1/2/2024,8,10,-20,80,-0.125,0.5,0.03,0.03,,,,,0,60,0,1,0.1,0.1,,
POOL,,1/2/2024,8,10,0,750,0,7.5,0.1,0.1,,,,,0,60,0,1,0.1,0.1,,
PRAA,,1/2/2024,8,10,-25,75,-0.5,1.5,0.15,0.12,,,,,5,70,-1,4,0.3,0.3,,
PRFT,,1/2/2024,8,10,0,154,-0.5,4.2,0.1,0.1,,,,,0,55,-0.5,1.5,0.1,0.1,,
PRI,,1/2/2024,8,10,0,350,0,7,0.15,0.15,,,,,5,70,-1,4,0.3,0.3,,
PRIM,,1/2/2024,8,10,0,100,0,2,0.05,0.05,,,,,0,60,0,1,0.1,0.1,,
PSA,,1/2/2024,8,10,0,600,0,5.25,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
PWR,,1/2/2024,8,10,0,300,0,3,0.05,0.05,,,,,5,70,-1,4,0.3,0.3,,
PYPL,,1/2/2024,8,10,-10,450,0,3,0.05,0.05,,,,,5,70,-1,4,0.3,0.3,,
PZZA,,1/2/2024,8,10,-30,175,-0.3,1.75,0.04,0.11,,,,,5,70,-1,4,0.3,0.3,,
QDEL,,1/2/2024,8,10,-15,400,-0.15,4,0.03,0.03,,,,,5,70,-1,4,0.3,0.3,,
QFIN,,1/2/2023,8,10,0,70,0,30,1,1,,,,,0,60,0,1,0.1,0.1,,
QLYS,,1/2/2024,8,10,0,360,0,1.8,0.04,0.04,,,,,0,165,0,0.55,0.04,0.04,,
RCL,,1/2/2024,8,10,-150,300,-3,6,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
REGN,,1/2/2024,8,10,-200,2400,-1,12,0.3,0.3,,,,,-200,1400,-1,7,0.3,0.3,,
RGLD,,1/2/2024,8,10,-20,240,-0.1,1.2,0.05,0.05,,,,,5,70,-1,4,0.3,0.3,,
RHI,,1/2/2024,8,10,0,120,0,1.4,0.05,0.08,,,,,5,70,-1,4,0.3,0.3,,
RKT,,1/2/2024,8,10,-50,100,-0.25,0.5,0.01,0.01,,,,,0,60,0,1,0.1,0.1,,
ROL,,1/2/2024,8,10,0,60,0,0.6,0.03,0.03,,,,,-20,150,-0.3,0.5,0.1,0.1,,
ROP,,1/2/2024,8,10,0,600,0,6,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
RRX,,1/2/2024,8,10,0,250,0,5,0.15,0.15,,,,,-20,150,-0.3,0.5,0.1,0.1,,
RS,,1/2/2024,8,10,-10,400,0,12,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
RSG,,1/2/2021,8,10,0,300,0,3,0.1,0.1,,,,,-20,150,-0.3,0.5,0.1,0.1,,
RSI,,1/2/2024,8,10,-50,50,-0.3,0.3,0.02,0.02,Adjusted,,,,0,60,0,1,0.1,0.1,,
RVTY,,1/2/2024,8,10,0,250,0,2.5,0.06,0.06,,,,,-20,150,-0.3,0.5,0.1,0.1,,
SAIA,,1/2/2024,8,10,-50,625,-0.8,10,0.1,0.1,,,,,0,60,0,1,0.1,0.1,,
SAM,,1/2/2024,8,10,0,1400,0,14,0.7,0.7,,,,,5,70,-1,4,0.3,0.3,,
SEDG,,1/2/2024,8,10,0,400,0,6,0.1,0.1,,,,,5,70,-1,4,0.3,0.3,,
SEM,,1/2/2024,8,10,0,55.25,0,1.25,0.06,0.06,,,,,0,60,0,1,0.1,0.1,,
SF,,1/2/2024,8,10,0,100,0,2.5,0.1,0.1,,,,,-20,150,-0.3,0.5,0.1,0.1,,
SHW,,1/2/2024,8,10,0,600,0,6,0.13,0.13,,,,,-20,150,-0.3,0.5,0.1,0.1,,
SIMO,,1/2/2021,8,10,0,300,0,6,0.07,0.07,,,,,5,70,-1,4,0.3,0.3,,
SITE,,1/2/2024,8,10,0,300,0,2.4,0.05,0.05,,,,,5,70,-1,4,0.3,0.3,,
SITM,,1/2/2024,8,10,0,450,0,2.5,0.2,0.2,Adjusted,,,,0,60,0,1,0.1,0.1,,
SKYW,,1/2/2024,8,10,-15,150,-0.5,5,0.15,0.15,,,,,5,70,-1,4,0.3,0.3,,
SLB,,1/2/2024,8,10,-50,100,-1,2,0.05,0.05,,,,,5,70,-1,4,0.3,0.3,,
SLGN,,1/2/2024,8,10,0,70,0,1.2,0.08,0.08,,,,,5,70,-1,4,0.3,0.3,,
SNA,,1/2/2021,8,10,0,400,0,8,0.24,0.24,,,,,0,60,0,1,0.1,0.1,,
SNBR,,1/2/2024,8,10,0,210,0,3,0.07,0.07,,,,,0,60,0,1,0.1,0.1,,
SOFI,,1/2/2024,8,10,-40,120,-0.2,0.6,0.01,0.01,,,,,0,60,0,1,0.1,0.1,,
SPGI,,1/2/2024,8,10,0,600,0,10,0.25,0.25,,,,,5,70,-1,4,0.3,0.3,,
SRE,,1/2/2024,8,10,-40,240,-1,6,0.4,0.4,,,,,5,70,-1,4,0.3,0.3,,
SSD,,1/2/2024,8,10,0,350,0,3.5,0.05,0.05,,,,,5,70,-1,4,0.3,0.3,,
SSNC,,1/2/2024,8,10,0,120,0,1.2,0.04,0.04,,,,,5,70,-1,4,0.3,0.3,,
STLD,,1/2/2024,8,10,0,210,0,4.2,0.08,0.08,,,,,5,70,-1,4,0.3,0.3,,
STM,,1/2/2024,8,10,0,120,0,1.5,0.03,0.03,,,,,5,70,-1,4,0.3,0.3,,
STRL,,1/2/2024,8,10,-40,200,-1,5,0.1,0.1,,,,,5,70,-1,4,0.3,0.3,,
STWD,,1/2/2024,8,10,-6,36,-0.2,1.2,0.07,0.07,,,,,5,70,-1,4,0.3,0.3,,
SWK,,1/2/2021,8,10,0,280,0,5.6,0.1,0.1,,,,,5,70,-1,4,0.3,0.3,,
SYK,,1/2/2021,8,10,0,500,0,5,0.1,0.1,,,,,-20,150,-0.3,0.5,0.1,0.1,,
TBRG,,1/2/2024,8,10,-20,100,-0.3,1.5,0.12,0.12,,,,,5,70,-1,4,0.3,0.3,,
TCBI,,1/2/2024,8,10,0,150,0,2,0.1,0.1,,,,,-20,150,-0.3,0.5,0.1,0.1,,
TDY,,1/2/2024,8,10,0,640,0,9.6,0.2,0.2,,,,,5,70,-1,4,0.3,0.3,,
TENB,,1/2/2024,8,10,-20,100,-0.14,0.7,0.04,0.04,Adjusted,,,,0,60,0,1,0.1,0.1,,
TER,,1/2/2024,8,10,0,240,0,3,0.08,0.08,,,,,5,70,-1,4,0.3,0.3,,
TFII,,1/2/2024,8,10,0,165,0,3,0.15,0.15,,,,,0,60,0,1,0.1,0.1,,
